X.objectid,hsisid,inspectdate,category,statecode,critical,questionno,violationcode,severity,shortdesc,inspectedby,comments,pointvalue,observationtype,violationtype,count,cdcriskfactor,cdcdataitem
6115,4092013482,2014-12-23T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Daryl Beasley,"3-603.11; Priority Foundation; On the menus it states that ""hamburgers may be cooked to your desired temperature"". You must, have printed on your menus, the disclosure and reminder that states- ""Hamburgers (can be cooked to order) Consuming raw or undercooked MEATS may increase your RISK of foodborne illness"". You must also asterisk those items on the menu that may be cooked to order and asterisk the advisory. Customers must be reminded that under-cooked meats may cause food-borne illness. VR- Inspector will return in 10 days to check for consumer advisory printed on the menus or you can post the advisory at the entrance inside the restaurant. R- This was mentioned on a past inspection.",0,Out,VR,,,
6116,4092016786,2015-01-02T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Andrea Anover,3-603.11; Priority Foundation; Facility has Reminder posted on lunch menu but does not have Disclosure.  Asterisk or some other means of indicating which foods are either cooked to order or not cooked at all required. REHS provided copy of disclosure that would be sufficient to post along with Consumer Advisory. Recommend putting this sentence before the Reminder. REHS will return in 10 days to check on insertion of asterisks and disclosure on all menus.,0,Out,VR,,,
6117,4092015271,2015-01-02T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Angela Myers,"3-603.11; Priority Foundation; CONSUMER ADVISORY on the Menu is not complete.  Children's menu is missing the asterisk so that customers see that the advisory is only for the EGG.  .  . DISCLOSURE needs to be added such as: Oysters on the half shell (raw oysters), or ""can be cooked to order"". -or- asterisk them to the reminder at the bottom of the page where this is added: "" items are served raw or undercooked, or contain (or may contain) raw or undercooked ingredients."" . . . Some items observed being served, such as salmon and tuna steaks, are not listed on the menu. These foods also require an approved mechanism for advising customers of risk, since they may be cooked to less than 145'F.",0,Out,R,,,
6118,4092016441,2015-01-06T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Jennifer Edwards,"3-603.11; Priority Foundation; Establishment found to offer at least one animal-based food in raw or undercooked form but does not have insufficient consumer advisory. Consumer advisory shall be provided for any animal-based food with the exception of some steaks that are served raw or undercooked. Consumer advisory must consist of a disclosure with the name of the food on the menu indicating that it may be served raw or undercooked, such as “Hamburger (cooked to order),” the food included in the disclosure must be asterisked and refer to a reminder stating the following: “Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness.” (Alternate statements are available, ask your inspector if you have questions.) CDI by educating PIC. Executive chef stated that new menus are starting on the 15th; Reference sheet provided on last inspection. Chef to email proof to EHS.",0,Out,R,,,
6119,4092015336,2015-09-08T00:00:00.000Z,Approved Source,".2653,.2655",Yes,11,3-101.11,Priority,"Food in good condition, safe & unadulterated",Andrea Anover,3-101.11; Priority; 1 container of milk with expiration date of 8/30 still present in reach in. Milk had soured.  Food shall be safe and suitable for human consumption. Milk voluntarily disposed of.,1,Out,CDI,,Food from Unsafe Source,Receiving/Sound Condition
6120,4092016401,2015-09-15T00:00:00.000Z,Approved Source,".2653,.2655",Yes,11,3-101.11,Priority,"Food in good condition, safe & unadulterated",James Smith,3-101.11; Priority;  Ants observed in raw chicken at breading station.  Chicken voluntarily destroyed.  Thank you.  Maintain food free of adulterants.,1,Out,CDI,,Food from Unsafe Source,Receiving/Sound Condition
6121,4092016037,2015-10-08T00:00:00.000Z,Approved Source,".2653,.2655",Yes,11,3-101.11,Priority,"Food in good condition, safe & unadulterated",James Smith,"3-101.11; Priority;  Moths and webs observed in container of lentils in dry storage room.  Lentils voluntarily discarded.  Keep lids tightly on all dry goods, keep smaller stocks of dry goods if possible, and always completely empty and wash dry goods bins before filling with new food.",1,Out,CDI,,Food from Unsafe Source,Receiving/Sound Condition
6122,4092016130,2015-10-09T00:00:00.000Z,Approved Source,".2653,.2655",Yes,11,3-101.11,Priority,"Food in good condition, safe & unadulterated",Andrea Anover,"3-101.11; Priority; Portabella mushrooms and hummus in walk in cooler molding today. Milk that had expired 9/28 still present in walk in cooler and had curdled. FOOD shall be safe, unADULTERATED, and honestly presented. All spoiled items found voluntarily disposed of.",2,Out,CDI,,Food from Unsafe Source,Receiving/Sound Condition
6125,4092016183,2015-11-05T00:00:00.000Z,Approved Source,".2653,.2655",Yes,11,3-101.11,Priority,"Food in good condition, safe & unadulterated",Christopher Walker,3-101.11; Priority; The cooked noodles are no longer safe food human consumption due to being in the temperature danger zone (45F-135F) for over 8 hours.  Mold found on some of the oranges in the walk-in cooler.  This produce is no longer said for consumption or usage as decoration in the food establishment. Foods shall be safe and unadulterated.  CDI-Foods were voluntarily discarded.,1,Out,CDI,,Food from Unsafe Source,Receiving/Sound Condition
6126,4092110020,2015-12-16T00:00:00.000Z,Approved Source,".2653,.2655",Yes,11,3-101.11,Priority,"Food in good condition, safe & unadulterated",Dimitri Parker,3-101.11; Priority; A couple of canned foods were observed with damage and dents around the seams. This can allow for air to enter the product and cause possible botulism. Ensure that all dented cans are not used for service. PIC separated these cans from service cans. Foods shall be protected and honestly presented.,1,Out,,,Food from Unsafe Source,Receiving/Sound Condition
6127,4092110014,2016-01-15T00:00:00.000Z,Approved Source,".2653,.2655",Yes,11,3-101.11,Priority,"Food in good condition, safe & unadulterated",Dimitri Parker,3-101.11; Priority; One food can out of several checked contained damage along the edges. This is how possible botulism can occur. Food item was discarded by the EHS. Ensure that all food is safely presented and free of possible adulteration.,0,Out,CDI,,Food from Unsafe Source,Receiving/Sound Condition
6128,4092011193,2016-01-19T00:00:00.000Z,Approved Source,".2653,.2655",Yes,11,3-101.11,Priority,"Food in good condition, safe & unadulterated",Dimitri Parker,3-101.11; Priority; Observed a couple of cans that contained damage along the seal. Manager relocated cans away from service area and stated that they will not be used for edible means. Ensure that all food is honestly presented and free of possible adulteration.,1,Out,CDI,,Food from Unsafe Source,Receiving/Sound Condition
6129,4092016508,2016-09-21T00:00:00.000Z,Approved Source,".2653,.2655",Yes,11,3-101.11,Priority,"Food in good condition, safe & unadulterated",Lucy Schrum,"3-101.11; Priority - In walk-in cooler, found pan with moldy olives. Food shall be free of mold. CDI by discarding olives.",0,Out,CDI,,Food from Unsafe Source,Receiving/Sound Condition
6130,4092016708,2016-09-26T00:00:00.000Z,Approved Source,".2653,.2655",Yes,11,3-101.11,Priority,"Food in good condition, safe & unadulterated",Jason Dunn,3-101.11; Priority; Strawberries in produce cooler had mold growth. Strawberries with mold growth were discarded by staff.,1,Out,CDI,,Food from Unsafe Source,Receiving/Sound Condition
6131,4092014085,2013-02-21T00:00:00.000Z,Approved Source,".2653,.2655",Yes,11,3-202.15,Priority Foundation,"Food in good condition, safe & unadulterated",James Smith,"3-202.15 Package Integrity  - Two cans have severe crush damage,including portions of can where metal is folded back on itself.  Voluntarily marked as not for use and pulled from stocks as a precaution.  Ensure that all food packaging is maintained in good condition such that it can protect food from adulteration.",0,Out,CDI,,Food from Unsafe Source,Receiving/Sound Condition
6132,4092013502,2013-02-28T00:00:00.000Z,Approved Source,".2653,.2655",Yes,11,3-202.15,Priority Foundation,"Food in good condition, safe & unadulterated",Andrea Anover,3-202.15 BADLY DENTED CANS OF PEPPERS UNDER PREP TABLE. IF A CAN HAS BEEN BADLY DENTED ESPECIALLY AROUND RIMS RETURN OR EXCHANGE. DO NOT USE. PUT THESE IN A DESIGNATED LABELED AREA.,0,Out,CDI,,Food from Unsafe Source,Receiving/Sound Condition
6133,4092015995,2015-01-07T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Lucy Schrum,"3-603.11; Priority Foundation - Establishment offers at least one raw or undercooked animal-based food and has no consumer advisory on menu (PIC showed correct wording to put on menus but advisory is not yet on menus). Consumer advisory shall be provided for any raw or undercooked animal-based food with the exception of some steaks. Consumer advisory must consist of a DISCLOSURE, where the menu must indicate where specific foods may be served raw or undercooked, and the disclosure must be asterisked to a REMINDER stating the following: ""Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness."" CDI by informing PIC of requirements and reviewing correct wording to be printed on menus.",0,Out,CDI,,,
6134,4092015995,2015-01-07T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Lucy Schrum,"3-603.11; Priority Foundation - Establishment offers at least one raw or undercooked animal-based food and has no consumer advisory on menu (PIC showed correct wording to put on menus but advisory is not yet on menus). Consumer advisory shall be provided for any raw or undercooked animal-based food with the exception of some steaks. Consumer advisory must consist of a DISCLOSURE, where the menu must indicate where specific foods may be served raw or undercooked, and the disclosure must be asterisked to a REMINDER stating the following: ""Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness."" CDI by informing PIC of requirements and reviewing correct wording to be printed on menus.",0,Out,R,,,
6135,4092014486,2015-01-14T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Christy Klaus,"3-603.11; Priority Foundation; Consumption of undercooked food. Eggs and hamburgers at times are sold undercooked. Provide a reminder on the bottom of the bottom of the menu with an asterisk stating consuming undercooked eggs, meats may increase your risk of foodborne illness. Asterisk the eggs and hamburgers that can be served under cooked on the menu. Include a disclosure under the egg section on the menu stating eggs can be cooked to order. Include a disclosure under the hamburger section of the menu stating hamburgers can be cooked to order.",0,Out,,,,
6136,4092016620,2015-01-15T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Jennifer Edwards,"3-603.11; Priority Foundation; Consumer Advisory is not included on the bar menu where a drink is made with a raw egg; EHS missed this on previous inspections. Consumer advisory shall be provided for any animal-based food with the exception of some steaks that are served raw or undercooked. Consumer advisory must consist of a disclosure with the name of the food on the menu indicating that it may be served raw or undercooked, such as “Hamburger (cooked to order),” the food included in the disclosure must be asterisked and refer to a reminder stating the following: “Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness.” (Alternate statements are available, ask your inspector if you have questions.) CDI by educating PIC.  Item to be re-evaluated at next inspection. Manager stated that bar staff will inform customers regarding the risks regarding consuming raw product.",0,Out,CDI,,,
6137,4092016457,2015-01-15T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Johanna Farmer,"3-603.11; Priority Foundation; 0 points; Menu had reminder asterisks and disclosure added to menu for eggs offered undercooked, however, it was missing the reminder statement, 'cooked to order.' Start using pasteurized eggs as discussed or add reminder statement to individual menu items or in front of current disclosure statement.",0,Out,,,,
6138,4092020943,2015-01-16T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Anne Bartoli,"3-603.11 . A consumer advisory is posted on the raw fish display case, but it on the side with breaded fish, not on the side where oysters are on display. Breaded fish will usually be cooked by the consumer, while an oyster may be eaten raw. recommend posting another consumer advisory on the side where shellfish and oysters are located.",0,Out,,,,
6139,4092016474,2015-01-20T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Jennifer Edwards,"3-603.11; Priority Foundation; Consumer Advisory incomplete on Lunch, Dinner and Room Service menus; Establishment found to offer at least one animal-based food in raw or undercooked form but does not have insufficient consumer advisory. Consumer advisory shall be provided for any animal-based food with the exception of some steaks that are served raw or undercooked. Consumer advisory must consist of a disclosure with the name of the food on the menu indicating that it may be served raw or undercooked, such as “Hamburger (cooked to order),” the food included in the disclosure must be asterisked and refer to a reminder stating the following: “Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness.” (Alternate statements are available, ask your inspector if you have questions.) CDI by educating PIC.  Item to be re-evaluated at next inspection.",0,Out,CDI,,,
6140,4092013761,2015-01-22T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Anne Bartoli,"3-603.11 . If prime rib is cooked to 135 F in the center, it is considered fully cooked. Check the temperature every time. If you want to cook the meat rarer, post the following warning at the carving station :""Consuming raw or undercooked MEAT may increase your RISK of foodborne illness, especially if you have certain medical conditions""",0,In,CDI,,,
6141,4092016073,2015-01-30T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Anne Bartoli,"3-603.11 (B)(1) . The new menus have a consumer advisory, but the placement of the asterixes does not make sense. All foods have an asterix, even deserts, breads, and the Kids Menu. Undercooked foods are not allowed to be served to children. The facility also does not offer the option to order a piece of cheesecake or bread undercooked. The warning only applies to foods that a customer can order undercooked, in this case steaks, burgers, and egg dishes. The menus need to be corrected. The food items need to contain a description like ""cooked to order"" to indicate that this item can be ordered undercooked. Then it also needs the asterix referring to the consumer advisory at the bottom of the menu.",0,Out,,,,
6142,4092016087,2015-02-06T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Karla Crowder,"3-603.11; Priority Foundation; Statement of why foods are marked with consumer advisory not on menu (steak and salmon are cooked to order). EHS had already approved new menu. EHS advised when new menus are printed, this must be added. Facility to get departmental approval for any menu changes prior to printing.",0,Out,,,,
6143,4092015935,2015-02-10T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Dimitri Parker,"3-603.11; Priority Foundation; Cook station that serves omelets did not contain a consumer advisory. Manager placed consumer advisory in appropriate place on sight of the inspection. Consumer advisor shall include a disclosure which is a description of the food eaten, ",0,Out,R,,,
,,,,,,,,,,,A  REMINDER shall include asterisking the animal-derived FOODS requiring DISCLOSURE to a footnote that states: ,,,,,,
,,,,,,,,,,,"(1) Regarding the safety of these items, written information is available upon request; Pf ",,,,,,
,,,,,,,,,,,"(2) Consuming raw or undercooked MEATS, POULTRY, seafood, shellfish, or EGGS may increase your RISK of foodborne illness; Pf or",,,,,,
,,,,,,,,,,,"(3) Consuming raw or undercooked MEATS, POULTRY, seafood, shellfish, or EGGS may increase your RISK of foodborne illness, especially if you have certain medical conditions. Pf",,,,,,
6144,4092012224,2015-02-19T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Johanna Farmer,"3-603.11; Priority Foundation; Repeat Violation-Consumer advisory had been added to menu but it was incomplete. Advisory is written on last page of menu but the food items that are offered undercooked are not asterisked. In addition to that 'cooked to order' needs to be added to each item that is offered undercooked or to the front of the advisory statement. Gave operator Consumer Advisory Guidance Document. If not in compliance on next inspection, 1 point will be taken. Recommend emailing corrected menu draft to johanna.hill@wakegov.com to ensure accuracy before having menu reprinted. CDI-Education. Have menu reprinted as soon as possible.",0,Out,R,,,
6145,4092020736,2015-02-19T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Laura McNeill,"3-603.11; Priority Foundation; consumer advisory sign missing at the seafood counter. manager given the updated consumer advisory sign. Consumer advisory signs must be present where raw seafood, oysters and other shellfish is sold.",0,Out,CDI,,,
6146,4092016005,2015-02-26T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Andrea Anover,3-603.11; Priority Foundation; Reminder present on menu board at register but not disclosure. REHS will return to ensure that it's properly posted.,0,Out,VR,,,
6147,4092016177,2015-03-04T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,James Smith,"3-603.11; Priority Foundation;  PIC states that both beef medallions and pork ribeye would be served undercooked upon request, but both lack asterisks linking these items to the consumer advisory on the menu.  Modify menu to include asterisks on both of these items. Follow up visit in 10 days to verify correction.  If menus cannot be corrected in that time, be able to give date on which correction will be in place or corrected menus deployed.  Please note:  shrimp that will not be offered undercooked are also marked. While it is not prohibited by the Rules, recommend against deploying consumer advisory too broadly. Only asterisk the items that will actually be offered undercooked.",0,Out,VR,,,
6148,4092011774,2015-03-16T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Jennifer Edwards,"3-603.11; Priority Foundation; Facility has a new menu and Consumer Advisory does not have a disclaimer with asterisked items; Establishment found to offer at least one animal-based food in raw or undercooked form but does not have insufficient consumer advisory. Consumer advisory shall be provided for any animal-based food with the exception of some steaks that are served raw or undercooked. Consumer advisory must consist of a disclosure with the name of the food on the menu indicating that it may be served raw or undercooked, such as “Hamburger (cooked to order),” the food included in the disclosure must be asterisked and refer to a reminder stating the following: “Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness.” (Alternate statements are available, ask your inspector if you have questions.) Reference sheet provided. Educated on rules.",0,Out,CDI,,,
6149,4092016757,2015-03-20T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Dimitri Parker,"3-603.11; Priority Foundation; Facility is offering foods undercooked. Consumer advisory on menu is inaccurate. When dealing with a consumer advisory 3 things are needed: An asterisk identifying the food that's being served undercooked, a reminder which states that ""foods are served cooked to order/made to order"" and disclosure alerting the consumer that consuming these foods can lead to possible foodborne illness. Establishment is missing the Reminder(foods are cooked to order). Will return in 10 days to make sure facility is in compliance with it's consumer advisory.",0,Out,VR,,,
6150,4092016637,2015-03-23T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Jennifer Edwards,"3-603.11; Priority Foundation; Establishment found to offer at least one animal-based food in raw or undercooked form but does not have insufficient consumer advisory on the Monday Burger Menu. Consumer Advisory on kid's menu and facility not allowed to serve undercooked food to children per the Food Code.  Consumer advisory shall be provided for any animal-based food with the exception of some steaks that are served raw or undercooked. Consumer advisory must consist of a disclosure with the name of the food on the menu indicating that it may be served raw or undercooked, such as “Hamburger (cooked to order),” the food included in the disclosure must be asterisked and refer to a reminder stating the following: “Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness.” (Alternate statements are available, ask your inspector if you have questions.) CDI by educating PIC.  Item to be re-evaluated at next inspection. Reference sheet provided.",0,Out,CDI,,,
6151,4092014999,2015-03-24T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Lucy Schrum,"3-603.11; Priority Foundation - Eggs and beef can be ordered raw or undercooked in this establishment. A reminder statement is provided but a disclosure statement is not present. Consumer advisory must consist of a DISCLOSURE statement, indicating the specific foods that may be served raw or undercooked and a REMINDER stating the following: ""Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness."" CDI by educating PIC and giving an example consumer advisory.",0,Out,CDI,,,
6152,4092015993,2015-03-25T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Caroline Suggs,"3-603.11; Priority Foundation; Facility is offering eggs and ground beef that is cooked to order. The menu has a reminder but does not have a disclosure. Consumer Advisory for raw or undercooked meat products must include a disclosure and reminder. The disclosure must identify that the item asterisked is served raw or undercooked/cooked to order. Need to add disclosure to menu in addition to the reminder with wording along the lines of ""*Denotes items that are cooked to order."" or ""*Denotes items that contain or may contain be raw or undercooked"". Discussed consumer advisory requirements with owner during inspection. New menus are being ordered soon, EHS will follow up during next inspection.",0,Out,R,,,
6153,4092010760,2015-03-27T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Caroline Suggs,"3-603.11; Priority Foundation; Eggs and other meat items are marked with an asterisk on the menu and a reminder is printed but there is no disclosure. Food Code requires a disclosure and reminder to satisfy consumer advisory requirements. The disclosure must identify that the item asterisked is served raw or undercooked/cooked to order. Need to add disclosure to menu in addition to the reminder with wording along the lines of ""*Denotes items that are cooked to order."" or ""*Denotes items that contain or may contain be raw or undercooked"". Discussed consumer advisory requirements with owner during inspection. A sticker with the disclosure may be printed and placed in the menu. CDI by educating PIC, EHS will follow up during next inspection. Failure to comply with consumer advisory by next inspection will result in full point deduction.",0,Out,R,,,
6154,4092014311,2015-03-30T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Chris Askew,"3-603.11; Priority Foundation; ; Consumer Advisory is not complete. Consumer advisory must have 1) Reminder 2) Disclosure. Foods that are raw or contain raw ingredients hall be asterisked and consumer advisory statement shall be asterisked. Statement shall read, Consumer Advisory is not complete. Consumer advisory must have 1) Reminder 2) Disclosure. Foods that are raw or contain raw ingredients hall be asterisked and consumer advisory statement shall be asterisked. Statement shall read, ""* These items are served raw or undercooked, or contain (or may contain) raw or undercooked ingredients. Consuming raw or undercooked MEATS, POULTRY, seafood, shellfish, or EGGS may increase your RISK of foodborne illness."" Place the asterisk beside every food on the menu that is not cooked to proper temperature, under cooked or cooked to order. If the food doesn't reach to proper final cooking temperature it * must be beside the name on the menu. Call me at 919-868-6416 or email me at chris.askew@wakegov.com if you have any questions. I will be happy to assist you.",0,Out,CDI,,,
6171,4092016073,2013-09-13T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Anne Bartoli,"3-603.11 (B) . The menu has the consumer advisory printed on the bottom, but no disclosure. Add an asterix next to all meats that a customer can order undercooked. At the bottom of the page, above the current consumer advisory, add the senteance ""these items can be cooked to order"".",0,Out,CDI,,,
13773,4092015624,2013-10-31T00:00:00.000Z,Food Temperature Control,".2653,.2654",No,34,4-203.12,Core,Thermometers provided & accurate,David Adcock,4-203.12; You need proper thermometers in the refrigerators.,0,Out,,,,
6155,4092015554,2015-03-30T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Jennifer Edwards,"3-603.11; Priority Foundation; Establishment found to offer at least one animal-based food in raw or undercooked form but does not have insufficient consumer advisory. Consumer advisory shall be provided for any animal-based food with the exception of some steaks that are served raw or undercooked. Consumer advisory must consist of a disclosure with the name of the food on the menu indicating that it may be served raw or undercooked, such as ?Hamburger (cooked to order),? the food included in the disclosure must be asterisked and refer to a reminder stating the following: ?Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs may increase your risk of foodborne illness.? (Alternate statements are available, ask your inspector if you have questions.) CDI by educating PIC. Item to be re-evaluated at next inspection. Facility looking at redoing menus soon. Facility need to add ""Asterisked items may be cooked to order"" to other statement and Consumer Advisory will be complete.",0,Out,R,,,
6156,4092016581,2015-04-10T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,James Smith,"3-603.11; Priority Foundation; Dine in menu has no mention of consumer advisory. Paper menus at cashier stand have reminder statement, but no asterisking or other indication as to what items are raw and what are fully cooked. Ensure that all items requiring advisory (such as any undercooked meats, seafood, eggs, poultry) are asterisked on to-go menu and place approved consumer advisory on hardcover menu. Follow up in 10 days. At that time, be able to demonstrate the consumer advisory that will be implemented and give a timeline for implementation.",0,Out,R,,,
6157,4092015283,2015-04-15T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Thomas Jumalon,3-603.11; Priority Foundation;  NEEDS COOKED TO ORDER ON MENUS,0,Out,,,,
6158,4092016632,2015-04-21T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Daryl Beasley,3-603.11; Priority Foundation; New menus were printed recently and the consumer advisory was omitted. Please reprint menus with the disclosure and reminder of the hazards of consuming under-cooked meats.,0,Out,,,,
6159,4092015942,2015-04-28T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,James Smith,"3-603.11; Priority Foundation; Dinner menu has steak asterisked as an item that can be purchased undercooked, but reminder statement does not list meat.  Please add ""meat"" to reminder statement.  For example: ""Consuming raw or undercooked meats or seafood may increase your risk of foodborne illness.""  Please alter this wording at next menu printing.  Please email your inspector within 10 days with an estimate of when menus will be reprinted.",0,Out,VR,,,
6160,4092021409,2015-04-28T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Laura McNeill,3-603.11; Priority Foundation; current consumer advisory sign does not have all of the information required for the food code rules. manager was given our updated consumer advisory sign. ,0,Out,CDI,,,
,,,,,,,,,,,(A) Except as specified in ¶ 3-401.11(C) and Subparagraph ,,,,,,
,,,,,,,,,,,"3-401.11(D)(4) and under ¶ 3-801.11(C), if an animal FOOD such as beef, EGGS, FISH, lamb, milk, pork, POULTRY, or shellfish is served or sold raw, undercooked, or without otherwise being processed to eliminate pathogens, either in READY-TO-EAT form or as an ingredient in another READY-TO-EAT FOOD, the PERMIT HOLDER shall inform CONSUMERS of the significantly increased RISK of consuming such FOODS by way of a DISCLOSURE and REMINDER, as specified in ¶¶ (B) and (C) of this section using brochures, deli case or menu advisories, label statements, table tents, placards, or other effective written means. Pf ",,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,(B) DISCLOSURE shall include: ,,,,,,
,,,,,,,,,,,"(1) A description of the animal-derived FOODS, such as “oysters on the half shell (raw oysters),” “raw-EGG Caesar salad,” and “hamburgers (can be cooked to order)”; Pf or",,,,,,
,,,,,,,,,,,"(2) Identification of the animal-derived FOODS by asterisking them to a footnote that states that the items are served raw or undercooked, or contain (or may contain) raw or undercooked ingredients. Pf",,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,(C) REMINDER shall include asterisking the animal-derived FOODS requiring DISCLOSURE to a footnote that states: ,,,,,,
,,,,,,,,,,,"(1) Regarding the safety of these items, written information is available upon request; Pf ",,,,,,
,,,,,,,,,,,"(2) Consuming raw or undercooked MEATS, POULTRY, seafood, shellfish, or EGGS may increase your RISK of foodborne illness; Pf or",,,,,,
,,,,,,,,,,,"(3) Consuming raw or undercooked MEATS, POULTRY, seafood, shellfish, or EGGS may increase your RISK of foodborne illness, especially if you have certain medical conditions. Pf  ",,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Predefined Comment,,,,,,
,,,,,,,,,,,Select an Option,,,,,,
6161,4092016502,2015-04-30T00:00:00.000Z,Consumer Advisory,0.2653,Yes,23,3-603.11,Priority Foundation,Consumer advisory provided for raw or undercooked foods,Lucy Schrum,"3-603.11; Priority Foundation - Consumer advisory on menus is not complete. Huevos rancheros are served sunny side up (this would be the disclosure statement, showing the eggs are served raw or undercooked) but they are not asterisked to the reminder statement on front of menu. Provide an asterisk by huevos rancheros on the menu. CDI by informing PIC of requirement. Ensure ALL menus (take out and internet menus as well) have the proper consumer advisory on them.",0,Out,R,,,
